id,name,age,score
29206,Bob Garcia,48,25.27
29207,  Grace Rodriguez  ,25,75.7
29208,Ivan Brown,74,78.44
29209,  Alice Garcia  ,18,2.1
29210,Ivan Johnson,76,24.7
29211,Frank Wilson,29,14.57
29212,Heidi Brown,49,19.28
29213,Frank Johnson,37,16.53
29214,Frank Garcia,64,27.3
29215,Bob Rodriguez,33,28.8
29216,Alice Garcia,60,50.54
29217,Judy Garcia,72,28.08
29218,Bob Jones,78,95.53
29219,Diana Jones,79,85.53
29220,Alice Wilson,57,78.41
29221,Eve Smith,26,15.78
29222,Heidi Williams,47,64.21
29223,Bob Johnson,59,40.14
29224,  Frank Davis  ,18,37.77
29225,Alice Williams,63,36.32
29226,Diana Brown,60,92.07
29227,Bob Garcia,62,25.3
29228,Eve Rodriguez,59,42.61
29229,Eve Williams,51,13.98
29230,Frank Miller,42,84.37
29231,Alice Wilson,57,80.78
29232,Frank Miller,31,17.42
29233,Diana Jones,37,25.31
29234,  Bob Rodriguez  ,79,63.72
29235,Ivan Smith,53,68.73
29236,Alice Williams,63,93.97
29237,Ivan Jones,48,47.21
29238,Alice Miller,68,57.85
29239,Diana Garcia,47,30.64
29240,Alice Williams,36,8.56
29241,Heidi Davis,20,8.25
29242,  Ivan Wilson  ,47,68.72
29243,Bob Smith,54,90.71
29244,Ivan Brown,74,70.91
29245,Bob Brown,76,81.21
29246,Ivan Miller,68,1.78
29247,Grace Smith,67,
29248,Grace Williams,65,75.79
29249,Bob Rodriguez,40,9.44
29250,Diana Williams,60,84.25
29251,Charlie Smith,62,47.03
29252,Charlie Smith,24,60.88
29253,Judy Johnson,70,59.93
29254,Eve Smith,44,86.66
29255,Charlie Miller,44,34.85
29256,Alice Brown,35,66.19
29257,Alice Jones,60,71.03
29258,Charlie Jones,28,84.51
29259,Eve Garcia,40,67.2
29260,Judy Wilson,76,90.61
29261,Ivan Davis,48,43.78
29262,Bob Brown,63,76.43
29263,Alice Williams,66,29.42
29264,Heidi Williams,71,89.13
29265,Heidi Johnson,57,36.33
29266,Bob Wilson,28,24.12
29267,Diana Davis,32,46.76
29268,Diana Brown,65,26.06
29269,Judy Wilson,80,59.88
29270,Eve Jones,25,2.9
29271,Frank Miller,19,7.63
29272,Frank Davis,53,82.51
29273,Heidi Brown,60,88.29
29274,Diana Garcia,48,70.7
29275,Frank Smith,72,51.49
29276,Frank Smith,29,43.02
29277,Judy Smith,67,87.52
29278,Diana Johnson,57,84.34
29279,Bob Garcia,42,69.31
29280,Frank Wilson,52,85.68
29281,Grace Wilson,51,78.12
29282,Ivan Miller,36,54.61
29283,Ivan Jones,25,25.97
29284,Ivan Rodriguez,32,97.56
29285,Ivan Garcia,36,26.58
29286,Judy Brown,24,6.28
29287,Ivan Jones,46,51.1
29288,Heidi Williams,70,76.21
29289,Diana Johnson,60,38.06
29290,Frank Brown,73,50.53
29291,Heidi Davis,46,38.61
29292,Ivan Jones,43,11.01
29293,Eve Wilson,26,
29294,Ivan Brown,72,22.29
29295,Alice Brown,26,33.43
29296,Judy Jones,44,
29297,Eve Smith,34,28.39
29298,  Bob Williams  ,30,19.98
29299,Charlie Jones,55,27.82
29300,Frank Jones,58,78.14
29301,Bob Jones,27,6.94
29302,Charlie Williams,25,
29303,Diana Davis,23,0.19
29304,Ivan Rodriguez,72,7.91
29305,Heidi Brown,78,62.7
29306,Ivan Johnson,43,95.08
29307,Charlie Wilson,,79.85
29308,Frank Brown,35,55.69
29309,Alice Miller,,77.52
29310,Heidi Williams,62,17.2
29311,Eve Smith,77,68.02
29312,Alice Rodriguez,25,46.81
29313,Frank Johnson,58,45.55
29314,Frank Brown,40,74.11
29315,Eve Davis,71,76.19
29316,Bob Miller,67,76.8
29317,Grace Johnson,61,4.15
29318,Frank Garcia,50,73.69
29319,  Bob Williams  ,63,99.55
29320,Ivan Garcia,43,44.14
29321,Charlie Jones,41,65.37
29322,Diana Garcia,33,59.55
29323,Ivan Garcia,68,92.37
29324,Grace Garcia,34,88.56
29325,Judy Brown,64,34.72
29326,  Judy Johnson  ,52,50.3
29327,Alice Williams,18,46.21
29328,Grace Davis,54,71.42
29329,Frank Jones,73,73.91
29330,Eve Williams,70,9.96
29331,Charlie Johnson,59,56.95
29332,Alice Jones,47,20.4
29333,Grace Miller,68,45.69
29334,Grace Rodriguez,46,30.75
29335,Charlie Brown,61,93.56
29336,Charlie Jones,44,75.11
29337,Charlie Wilson,51,70.42
29338,Grace Miller,48,
29339,Ivan Smith,60,4.31
29340,Judy Smith,62,61.68
29341,  Alice Brown  ,66,62.63
29342,Eve Smith,63,
29343,Heidi Smith,46,18.28
29344,Eve Wilson,42,36.21
29345,  Grace Davis  ,66,90.53
29346,Charlie Jones,79,33.12
29347,Ivan Rodriguez,65,28.46
29348,Charlie Johnson,28,24.18
29349,Alice Garcia,52,50.0
29350,Eve Brown,20,41.26
29351,  Alice Jones  ,50,24.54
29352,Diana Rodriguez,22,34.23
29353,Judy Brown,20,82.77
29354,Diana Wilson,44,59.42
29355,Heidi Miller,70,67.6
29356,Ivan Brown,61,3.07
29357,Ivan Jones,65,54.61
29358,Alice Jones,67,56.78
29359,Alice Miller,20,89.55
29360,Judy Smith,37,90.63
29361,Eve Jones,69,92.02
29362,Eve Smith,24,16.14
29363,Frank Miller,45,98.47
29364,  Frank Smith  ,46,73.96
29365,Bob Rodriguez,35,66.89
29366,Diana Miller,19,34.42
29367,  Charlie Davis  ,77,42.94
29368,Eve Johnson,78,80.19
29369,Bob Smith,34,69.71
29370,Heidi Smith,35,43.98
29371,Charlie Davis,76,2.25
29372,Bob Johnson,58,66.37
29373,Diana Williams,53,77.31
29374,Bob Garcia,54,11.53
29375,  Judy Williams  ,33,57.94
29376,Frank Wilson,71,16.86
29377,Charlie Williams,34,50.68
29378,Bob Brown,,15.6
29379,Alice Williams,19,28.56
29380,Diana Smith,62,31.74
29381,Bob Jones,67,29.54
29382,Alice Williams,18,5.62
29383,Eve Garcia,65,3.75
29384,Frank Brown,31,84.42
29385,Ivan Jones,56,42.27
29386,  Heidi Garcia  ,76,58.43
29387,Bob Brown,67,30.08
29388,Heidi Johnson,48,31.6
29389,Eve Johnson,37,65.64
29390,Frank Wilson,50,25.73
29391,Charlie Smith,55,16.57
29392,Heidi Smith,33,28.15
29393,Bob Davis,79,84.28
29394,Eve Smith,67,15.0
29395,Judy Williams,80,73.82
29396,  Alice Williams  ,34,98.38
29397,Charlie Jones,38,81.36
29398,Charlie Williams,31,9.43
29399,Ivan Jones,36,17.97
29400,Grace Williams,27,19.73
29401,Charlie Davis,77,16.92
29402,Frank Johnson,58,74.4
29403,Charlie Rodriguez,62,61.75
29404,Diana Garcia,43,12.48
29405,Judy Davis,57,26.73
29406,  Alice Brown  ,39,99.12
29407,Frank Williams,40,7.75
29408,Charlie Brown,45,18.16
29409,  Judy Johnson  ,64,71.5
29410,Eve Johnson,37,28.08
29411,Grace Jones,60,4.38
29412,Alice Smith,75,95.58
29413,Ivan Rodriguez,65,45.63
29414,Ivan Johnson,21,60.59
29415,Diana Miller,42,3.42
29416,  Eve Johnson  ,21,96.47
29417,Ivan Rodriguez,26,31.38
29418,Ivan Garcia,20,36.17
29419,Eve Wilson,80,87.19
29420,  Eve Garcia  ,30,98.51
29421,Diana Garcia,60,56.42
29422,Frank Davis,46,12.55
29423,Charlie Johnson,35,19.0
29424,Charlie Brown,35,77.77
29425,Ivan Smith,71,5.77
29426,Eve Rodriguez,46,14.77
29427,Ivan Garcia,57,87.34
29428,Bob Miller,67,90.51
29429,Eve Smith,37,61.03
29430,Heidi Williams,40,34.38
29431,Charlie Garcia,67,63.13
29432,  Charlie Wilson  ,46,21.96
29433,Eve Johnson,40,86.57
29434,Alice Jones,31,
29435,Grace Williams,63,62.92
29436,Grace Garcia,73,30.14
29437,Heidi Williams,45,64.46
29438,Alice Jones,71,91.1
29439,Eve Johnson,69,77.79
29440,Bob Wilson,48,74.0
29441,  Diana Johnson  ,29,97.13
29442,Eve Johnson,61,82.28
29443,Eve Johnson,21,86.48
29444,  Diana Brown  ,65,73.07
29445,Charlie Davis,41,52.97
29446,Frank Johnson,20,14.38
29447,Grace Jones,31,11.8
29448,Grace Miller,18,16.72
29449,Frank Smith,48,80.95
29450,Eve Williams,40,45.56
29451,Grace Miller,20,79.73
29452,Charlie Johnson,56,95.4
29453,Frank Rodriguez,65,1.69
29454,Charlie Wilson,65,2.25
29455,Diana Johnson,24,23.73
29456,  Frank Rodriguez  ,23,5.46
29457,Eve Williams,28,52.55
29458,  Diana Wilson  ,76,19.19
29459,Diana Smith,60,80.55
29460,  Judy Brown  ,67,82.93
29461,Bob Miller,64,
29462,Diana Johnson,61,46.6
29463,Heidi Smith,33,42.9
29464,Judy Wilson,,99.98
29465,Frank Smith,42,32.79
29466,Diana Johnson,70,5.69
29467,Diana Garcia,22,15.74
29468,Alice Rodriguez,33,53.93
29469,Diana Miller,41,61.01
29470,Ivan Rodriguez,38,3.54
29471,  Eve Garcia  ,49,29.7
29472,Ivan Garcia,40,81.76
29473,Ivan Jones,61,87.93
29474,Diana Brown,56,68.78
29475,Bob Jones,45,77.01
29476,Alice Jones,57,70.22
29477,Alice Williams,45,90.03
29478,Alice Rodriguez,57,6.16
29479,Alice Miller,38,55.12
29480,Eve Garcia,22,48.13
29481,Diana Johnson,65,48.63
29482,Heidi Smith,68,66.49
29483,Heidi Wilson,37,6.13
29484,Diana Garcia,33,48.15
29485,Grace Wilson,72,39.3
29486,Grace Rodriguez,45,9.65
29487,  Charlie Brown  ,51,51.76
29488,Eve Johnson,44,60.73
29489,Charlie Garcia,67,44.75
29490,Judy Johnson,54,39.84
29491,Grace Johnson,77,52.23
29492,Alice Williams,35,54.2
29493,Alice Wilson,75,71.45
29494,Frank Brown,58,49.3
29495,Grace Rodriguez,47,95.45
29496,Diana Brown,26,83.91
29497,Charlie Johnson,29,94.09
29498,Ivan Davis,58,63.61
29499,Eve Miller,41,99.22
29500,Diana Johnson,39,84.04
29501,Heidi Williams,62,73.13
29502,Ivan Brown,54,
29503,  Frank Wilson  ,41,19.91
29504,Alice Williams,19,99.56
29505,Grace Smith,74,80.27
29506,  Eve Garcia  ,38,86.41
29507,Ivan Johnson,75,55.23
29508,Diana Garcia,58,
29509,Frank Wilson,20,
29510,Frank Miller,62,87.04
29511,Frank Smith,56,46.98
29512,Ivan Davis,19,94.1
29513,Judy Williams,46,24.78
29514,Eve Davis,41,51.26
29515,  Grace Miller  ,41,67.8
29516,Bob Davis,80,22.63
29517,Judy Davis,36,
29518,Judy Smith,37,88.6
29519,Alice Brown,29,14.61
29520,Judy Garcia,47,27.04
29521,Bob Wilson,20,84.71
29522,Judy Johnson,72,40.29
29523,  Bob Wilson  ,75,72.04
29524,Alice Smith,57,12.53
29525,Heidi Williams,32,
29526,Judy Miller,36,
29527,Bob Wilson,20,20.71
29528,Ivan Rodriguez,35,77.89
29529,Eve Williams,22,68.11
29530,Bob Brown,71,16.43
29531,Grace Rodriguez,62,42.24
29532,Eve Garcia,57,56.73
29533,Eve Miller,37,69.44
29534,Frank Miller,75,19.03
29535,Grace Jones,55,
29536,Judy Garcia,52,
29537,Frank Johnson,54,63.45
29538,  Heidi Miller  ,38,81.04
29539,Eve Brown,31,
29540,Alice Wilson,46,22.3
29541,Heidi Jones,29,38.86
29542,Heidi Garcia,62,75.59
29543,Alice Williams,32,70.68
29544,Ivan Davis,71,48.27
29545,Alice Miller,20,64.44
29546,Judy Davis,60,32.13
29547,Diana Rodriguez,41,1.8
29548,Alice Johnson,70,
29549,Eve Davis,70,53.09
29550,Alice Garcia,78,13.03
29551,Ivan Smith,66,3.0
29552,Grace Jones,42,52.84
29553,Frank Johnson,18,
29554,Grace Williams,74,94.88
29555,Charlie Jones,29,87.23
29556,Heidi Johnson,43,87.05
29557,Charlie Rodriguez,64,1.78
29558,Diana Johnson,50,47.43
29559,Grace Jones,30,68.4
29560,Eve Wilson,32,37.81
29561,Grace Davis,52,23.55
29562,Frank Miller,24,53.72
29563,Ivan Davis,73,31.19
29564,Alice Rodriguez,39,13.27
29565,Heidi Garcia,20,98.93
29566,Diana Johnson,79,33.52
29567,Judy Davis,49,37.59
29568,Alice Wilson,70,45.23
29569,  Diana Wilson  ,41,1.38
29570,Charlie Smith,39,19.36
29571,Diana Brown,66,13.73
29572,Ivan Wilson,38,22.87
29573,Frank Williams,37,55.44
29574,Heidi Smith,28,56.38
29575,Judy Davis,36,50.4
29576,Grace Williams,45,84.64
29577,Frank Smith,34,84.97
29578,Grace Jones,34,62.01
29579,Grace Brown,19,13.85
29580,Bob Rodriguez,18,22.61
29581,Heidi Wilson,64,66.98
29582,Diana Miller,44,12.12
29583,Grace Davis,36,47.05
29584,Frank Brown,68,32.78
29585,  Judy Davis  ,41,3.16
29586,Frank Davis,41,68.4
29587,Heidi Jones,38,65.82
29588,Diana Garcia,45,41.08
29589,Charlie Davis,60,
29590,Diana Williams,33,11.61
29591,Heidi Rodriguez,22,69.74
29592,Alice Wilson,72,
29593,  Judy Rodriguez  ,37,95.02
29594,Charlie Davis,40,33.56
29595,  Diana Davis  ,53,37.21
29596,Charlie Brown,22,56.39
29597,Ivan Wilson,20,31.47
29598,Bob Williams,59,9.41
29599,Heidi Wilson,77,84.06
29600,Diana Rodriguez,28,66.35
29601,Bob Williams,39,16.25
29602,Eve Smith,70,62.01
29603,Frank Jones,18,31.98
29604,Ivan Jones,24,52.23
29605,Charlie Brown,56,10.97
29606,Ivan Jones,68,64.91
29607,  Diana Davis  ,23,56.28
29608,Eve Davis,24,11.5
29609,Diana Garcia,,
29610,Alice Brown,19,
29611,Charlie Rodriguez,54,28.2
29612,Alice Rodriguez,72,58.95
29613,Judy Miller,41,33.46
29614,  Alice Davis  ,23,80.03
29615,Alice Johnson,39,
29616,Heidi Brown,52,40.99
29617,Eve Brown,56,56.91
29618,Alice Miller,31,55.33
29619,Eve Johnson,52,31.54
29620,Heidi Miller,42,40.37
29621,Judy Jones,29,91.88
29622,Diana Rodriguez,54,76.39
29623,Grace Wilson,48,26.64
29624,Charlie Wilson,31,5.03
29625,Diana Garcia,62,1.03
29626,Bob Garcia,24,32.8
29627,Ivan Brown,73,54.12
29628,Alice Miller,28,7.09
29629,Alice Garcia,41,37.6
29630,Frank Davis,74,22.05
29631,Diana Rodriguez,77,96.67
29632,Diana Johnson,70,68.83
29633,Ivan Davis,47,17.19
29634,  Grace Johnson  ,76,15.93
29635,Bob Garcia,27,21.84
29636,  Frank Williams  ,33,55.19
29637,  Bob Davis  ,18,63.09
29638,Charlie Johnson,59,95.73
29639,Alice Johnson,53,2.72
29640,Diana Jones,20,76.36
29641,Judy Smith,77,51.58
29642,Alice Johnson,23,95.42
29643,Eve Jones,31,97.59
29644,Judy Davis,25,67.19
29645,Grace Williams,52,14.6
29646,Diana Smith,67,59.32
29647,Alice Miller,19,65.18
29648,Frank Brown,75,16.16
29649,Judy Brown,79,13.23
29650,Eve Wilson,,30.72
29651,Diana Smith,34,6.98
29652,Grace Williams,31,78.47
29653,Heidi Garcia,,31.28
29654,Charlie Rodriguez,29,31.65
29655,Frank Rodriguez,37,67.95
29656,Frank Smith,67,1.96
29657,Heidi Garcia,40,59.05
29658,Ivan Brown,47,28.66
29659,Eve Smith,18,96.31
29660,  Diana Brown  ,38,92.21
29661,Alice Miller,46,29.06
29662,Eve Rodriguez,78,31.71
29663,Frank Miller,20,57.58
29664,Eve Johnson,20,5.77
29665,Ivan Miller,22,73.99
29666,Heidi Wilson,51,68.58
29667,Grace Jones,54,66.13
29668,Eve Wilson,21,85.55
29669,Judy Jones,68,25.35
29670,Grace Davis,68,63.97
29671,Alice Smith,55,23.2
29672,Alice Garcia,21,92.57
29673,Bob Jones,18,77.36
29674,Eve Williams,78,58.59
29675,Ivan Johnson,58,7.21
29676,Charlie Brown,33,15.16
29677,Alice Brown,47,
29678,Ivan Brown,75,77.6
29679,Frank Brown,31,54.93
29680,Frank Smith,45,86.05
29681,Alice Jones,74,7.9
29682,Ivan Wilson,40,91.8
29683,Charlie Rodriguez,40,92.86
29684,Bob Johnson,80,25.65
29685,Alice Rodriguez,33,61.13
29686,Charlie Brown,47,44.41
29687,Judy Miller,79,37.9
29688,Alice Rodriguez,50,68.82
29689,Frank Brown,24,89.79
29690,Eve Johnson,32,93.46
29691,  Charlie Miller  ,73,11.83
29692,Bob Jones,59,70.52
29693,Ivan Davis,65,75.6
29694,Eve Rodriguez,38,63.45
29695,  Judy Wilson  ,72,23.54
29696,Alice Rodriguez,60,37.52
29697,Heidi Jones,39,36.91
29698,Ivan Rodriguez,,77.96
29699,Judy Miller,77,28.52
29700,Bob Garcia,72,89.56
29701,Grace Davis,74,61.93
29702,Ivan Johnson,65,41.38
29703,Bob Smith,21,
29704,Heidi Williams,73,83.54
29705,Diana Davis,58,78.9
29706,Charlie Brown,48,93.93
29707,Charlie Wilson,18,8.09
29708,Charlie Smith,65,16.24
29709,Judy Garcia,39,51.75
29710,Diana Rodriguez,30,95.31
29711,  Grace Brown  ,46,68.49
29712,Grace Garcia,80,72.2
29713,Alice Johnson,60,78.64
29714,Bob Brown,79,36.55
29715,Grace Smith,73,21.62
29716,Heidi Johnson,39,39.18
29717,Grace Wilson,71,15.87
29718,Frank Smith,61,
29719,  Alice Rodriguez  ,22,60.83
29720,Eve Smith,62,20.9
29721,Diana Garcia,31,25.11
29722,Frank Miller,40,62.62
29723,Heidi Johnson,63,7.72
29724,Grace Garcia,39,24.86
29725,Grace Jones,63,84.36
29726,Frank Garcia,60,47.77
29727,Charlie Wilson,58,92.37
29728,Eve Smith,50,50.92
29729,Charlie Rodriguez,62,23.41
29730,Charlie Miller,43,
29731,Alice Brown,30,92.17
29732,Ivan Davis,40,34.85
29733,Bob Johnson,76,
29734,Heidi Jones,50,60.74
29735,Judy Johnson,46,
29736,Ivan Jones,47,66.39
29737,Grace Davis,72,76.42
29738,Heidi Garcia,29,36.84
29739,Eve Brown,67,68.76
29740,Heidi Davis,54,49.59
29741,Bob Jones,69,66.66
29742,Alice Smith,75,98.19
29743,Ivan Davis,70,75.22
29744,Grace Johnson,43,0.84
29745,Grace Wilson,43,46.37
29746,Diana Wilson,44,9.33
29747,Heidi Jones,36,76.97
29748,Judy Jones,63,89.35
29749,Grace Williams,28,64.45
29750,Alice Wilson,75,69.61
29751,Alice Davis,73,48.62
29752,Heidi Garcia,71,92.4
29753,Frank Davis,,89.15
29754,Grace Smith,52,48.52
29755,Grace Smith,18,38.16
29756,Heidi Brown,18,43.38
29757,Ivan Smith,28,61.06
29758,Eve Garcia,69,40.44
29759,Alice Miller,42,65.93
29760,Ivan Wilson,80,25.86
29761,Grace Brown,80,23.19
29762,  Ivan Johnson  ,,48.34
29763,Bob Rodriguez,35,91.93
29764,Ivan Miller,70,67.25
29765,  Ivan Jones  ,57,82.35
29766,Grace Jones,59,63.65
29767,Grace Rodriguez,23,94.14
29768,Charlie Davis,62,42.06
29769,  Charlie Smith  ,23,48.81
29770,  Alice Wilson  ,60,6.09
29771,Frank Miller,71,73.08
29772,Heidi Johnson,28,18.01
29773,Eve Garcia,74,53.09
29774,Charlie Johnson,26,89.62
29775,Alice Jones,41,37.93
29776,Judy Johnson,42,3.49
29777,Diana Garcia,23,44.64
29778,Heidi Rodriguez,33,
29779,Frank Wilson,50,27.22
29780,Diana Williams,61,78.3
29781,Grace Brown,35,26.6
29782,Charlie Rodriguez,78,31.18
29783,Judy Wilson,73,32.43
29784,  Alice Rodriguez  ,44,9.3
29785,Charlie Rodriguez,71,86.75
29786,Charlie Smith,66,11.9
29787,Alice Jones,49,27.93
29788,Ivan Smith,62,31.12
29789,Ivan Garcia,78,88.76
29790,Alice Davis,37,15.62
29791,Frank Garcia,66,72.85
29792,Charlie Johnson,64,24.9
29793,Frank Johnson,58,28.75
29794,Judy Miller,80,48.07
29795,Judy Williams,67,93.75
29796,Alice Johnson,25,15.52
29797,Frank Miller,61,45.83
29798,Eve Williams,20,56.75
29799,Charlie Miller,79,26.33
29800,Bob Davis,57,97.98
29801,Eve Garcia,60,94.58
29802,Ivan Davis,41,6.56
29803,Grace Williams,66,88.25
29804,Bob Garcia,40,
29805,Heidi Jones,24,88.91
29806,Ivan Johnson,20,6.58
29807,Charlie Miller,53,85.22
29808,Heidi Williams,50,70.4
29809,Bob Williams,46,96.69
29810,Diana Garcia,53,38.23
29811,Diana Williams,77,23.27
29812,Charlie Miller,29,6.7
29813,Diana Davis,59,80.16
29814,Bob Miller,52,0.04
29815,Judy Johnson,49,90.07
29816,  Frank Davis  ,59,74.9
29817,  Ivan Garcia  ,45,33.05
29818,Frank Miller,74,77.37
29819,Ivan Davis,35,42.12
29820,Diana Rodriguez,75,54.27
29821,  Eve Garcia  ,46,16.11
29822,Heidi Johnson,47,49.88
29823,  Judy Wilson  ,68,23.16
29824,Grace Wilson,37,93.96
29825,  Ivan Williams  ,,
29826,  Charlie Johnson  ,19,12.04
29827,Heidi Miller,45,31.08
29828,Eve Davis,56,66.6
29829,Judy Garcia,68,27.43
29830,Frank Williams,71,24.58
29831,Heidi Johnson,55,43.87
29832,Charlie Williams,66,27.43
29833,Eve Wilson,38,86.27
29834,Heidi Davis,21,68.17
29835,Judy Miller,77,91.49
29836,Diana Johnson,48,59.71
29837,Grace Rodriguez,58,97.28
29838,Judy Rodriguez,67,72.02
29839,Bob Brown,58,14.09
29840,Judy Wilson,24,65.65
29841,Ivan Rodriguez,49,42.49
29842,Ivan Rodriguez,74,83.04
29843,Judy Wilson,80,35.78
29844,Ivan Williams,24,11.88
29845,Charlie Smith,52,76.59
29846,Alice Johnson,41,68.55
29847,Charlie Rodriguez,19,92.24
29848,Judy Wilson,31,43.47
29849,Ivan Smith,80,65.84
29850,Grace Miller,40,85.52
29851,Charlie Davis,63,5.03
29852,Eve Jones,25,77.88
29853,Bob Johnson,42,67.81
29854,Ivan Johnson,66,90.06
29855,Grace Rodriguez,32,95.89
29856,Judy Garcia,72,85.02
29857,Eve Brown,23,68.68
29858,Heidi Brown,20,84.43
29859,Charlie Jones,35,23.06
29860,Eve Rodriguez,74,35.34
29861,Eve Miller,44,
29862,Ivan Miller,67,62.4
29863,Eve Rodriguez,55,68.66
29864,Judy Williams,,14.69
29865,Heidi Smith,45,62.2
29866,Diana Davis,56,82.51
29867,Eve Brown,74,38.64
29868,Alice Brown,70,78.15
29869,  Diana Rodriguez  ,72,17.75
29870,Judy Rodriguez,76,26.46
29871,Charlie Jones,23,82.54
29872,Ivan Smith,70,74.89
29873,Eve Jones,79,76.66
29874,Heidi Jones,62,71.68
29875,Charlie Davis,26,75.43
29876,Frank Miller,41,18.72
29877,  Judy Garcia  ,28,38.24
29878,Diana Rodriguez,72,58.42
29879,Bob Williams,24,79.1
29880,Eve Garcia,38,43.98
29881,Diana Brown,67,4.51
29882,Judy Brown,38,69.54
29883,Bob Smith,77,76.9
29884,Ivan Williams,46,36.11
29885,Ivan Miller,66,29.09
29886,Diana Brown,75,81.93
29887,Heidi Garcia,31,19.34
29888,Eve Davis,68,86.95
29889,Ivan Jones,22,64.41
29890,Charlie Miller,44,
29891,Heidi Jones,43,58.49
29892,Diana Davis,41,75.58
29893,Diana Garcia,66,91.99
29894,Ivan Garcia,39,36.47
29895,Bob Wilson,52,62.12
29896,Judy Wilson,58,66.43
29897,Alice Smith,77,36.51
29898,Diana Rodriguez,24,86.33
29899,Grace Wilson,42,25.11
29900,Grace Miller,28,4.0
29901,Frank Williams,75,71.3
29902,Grace Brown,66,66.99
29903,Judy Wilson,50,51.5
29904,Alice Miller,34,83.9
29905,Eve Wilson,65,25.39
29906,Frank Johnson,28,83.61
29907,Charlie Johnson,73,41.95
29908,Bob Smith,76,26.88
29909,Eve Wilson,56,42.54
29910,Judy Miller,61,1.21
29911,Eve Rodriguez,46,11.99
29912,Judy Williams,75,71.5
29913,Grace Rodriguez,25,61.73
29914,Heidi Williams,22,12.49
29915,Eve Brown,77,25.86
29916,Ivan Johnson,79,54.46
29917,Eve Rodriguez,30,31.64
29918,Judy Williams,57,88.6
29919,Heidi Miller,26,7.6
29920,Eve Jones,38,
29921,Grace Davis,77,
29922,Ivan Garcia,51,
29923,Grace Brown,24,19.21
29924,Diana Garcia,51,93.36
29925,Frank Wilson,30,34.95
29926,Grace Davis,38,74.47
29927,Bob Johnson,24,19.87
29928,  Grace Miller  ,48,53.18
29929,Heidi Rodriguez,34,1.21
29930,Heidi Jones,62,90.63
29931,Judy Rodriguez,40,42.73
29932,Judy Smith,68,50.77
29933,Frank Garcia,64,24.18
29934,Judy Garcia,55,0.26
29935,Grace Rodriguez,61,52.11
29936,Ivan Garcia,45,90.39
29937,Alice Jones,28,79.03
29938,Ivan Wilson,73,14.37
29939,Judy Rodriguez,54,75.28
29940,Heidi Johnson,18,
29941,Alice Brown,38,17.98
29942,Frank Brown,53,2.74
29943,Bob Davis,65,55.12
29944,Ivan Johnson,40,92.44
29945,Ivan Rodriguez,30,18.68
29946,Frank Garcia,51,42.24
29947,Frank Jones,79,68.97
29948,Eve Rodriguez,45,96.51
29949,Bob Johnson,33,21.29
29950,Charlie Wilson,33,7.27
29951,  Ivan Williams  ,71,84.59
29952,  Alice Davis  ,33,94.88
