name,value,category,date
Grace Garcia,584.06,A,2022-03-23
Eve Jones,912.23,B,2024-01-13
Grace Garcia,284.21,B,2021-12-24
Heidi Rodriguez,251.95,C,2026-06-10
Judy Williams,912.03,C,2020-08-16
Diana Davis,692.03,A,2025-12-01
Grace Miller,339.69,D,2025-11-19
Heidi Johnson,4.19,A,2024-08-18
Ivan Johnson,534.77,B,2024-05-07
Diana Garcia,211.15,C,2025-03-01
Grace Brown,130.21,A,2021-11-12
Judy Davis,929.35,A,2021-11-25
Heidi Wilson,13.44,A,2020-06-12
Heidi Garcia,562.12,D,2021-11-12
Ivan Johnson,161.87,A,2020-08-26
Frank Williams,781.54,C,2020-04-03
Grace Miller,279.07,C,2022-12-20
Bob Davis,230.49,A,2024-11-29
Ivan Brown,633.95,D,2020-03-02
Frank Wilson,718.77,A,2021-05-30
Bob Jones,283.89,D,2023-03-03
Judy Davis,17.74,B,2024-10-05
Frank Brown,215.35,A,2024-06-01
Judy Smith,288.57,C,2025-08-23
Grace Miller,663.36,A,2020-06-10
Diana Garcia,386.72,B,2020-09-24
Judy Jones,569.88,B,2024-08-30
Bob Johnson,601.82,C,2022-07-24
Frank Davis,132.57,B,2021-10-09
Bob Rodriguez,707.73,B,2024-11-19
Eve Rodriguez,41.18,C,2020-04-07
Judy Brown,221.69,B,2023-12-21
Frank Wilson,603.27,D,2021-06-17
Ivan Davis,124.05,B,2025-12-13
Eve Jones,787.68,D,2021-05-27
Frank Miller,191.2,A,2021-02-10
Eve Davis,382.29,A,2025-07-30
Judy Jones,637.74,C,2026-02-06
Bob Davis,70.83,B,2024-10-14
Charlie Brown,696.18,B,2025-06-11
Bob Miller,310.97,A,2026-09-21
Ivan Brown,416.44,A,2024-08-19
Diana Johnson,683.54,C,2020-07-22
Bob Wilson,786.82,A,2024-02-10
Ivan Jones,26.25,B,2025-08-14
Bob Davis,818.95,B,2020-02-05
Judy Rodriguez,211.95,C,2022-05-25
Judy Johnson,464.18,B,2022-07-08
Grace Johnson,391.18,A,2021-04-09
Diana Jones,300.79,A,2024-01-07
Grace Johnson,208.29,C,2023-03-23
Judy Garcia,597.18,D,2020-08-06
Eve Davis,151.13,D,2026-07-26
Diana Davis,256.05,B,2023-11-17
Alice Jones,328.18,B,2021-02-28
Bob Wilson,350.24,B,2020-08-13
Judy Brown,420.33,B,2025-01-16
Diana Wilson,152.37,B,2025-01-29
Ivan Jones,52.76,A,2024-02-29
Charlie Miller,358.17,B,2024-10-01
Ivan Garcia,463.15,C,2021-07-24
Eve Smith,461.26,B,2020-05-14
Heidi Davis,499.39,D,2025-08-27
Ivan Wilson,705.05,D,2023-10-21
Frank Williams,384.91,A,2023-01-30
Judy Davis,836.61,A,2020-10-09
Eve Williams,92.02,D,2026-08-23
Alice Jones,927.9,A,2025-08-03
Bob Rodriguez,270.92,A,2025-11-24
Bob Rodriguez,581.61,D,2021-02-03
Diana Davis,220.43,D,2021-07-23
Heidi Rodriguez,645.73,A,2024-01-18
Diana Williams,920.47,C,2023-07-12
Grace Wilson,698.33,B,2024-08-26
Bob Garcia,942.03,A,2020-05-09
Eve Jones,672.97,B,2025-04-21
Charlie Rodriguez,466.8,C,2025-04-10
Grace Smith,750.17,B,2023-07-23
Eve Smith,977.16,C,2020-10-06
Heidi Smith,398.76,D,2021-08-15
Charlie Wilson,594.45,D,2021-12-13
Bob Smith,665.39,C,2025-08-15
Judy Johnson,636.95,A,2022-09-29
Heidi Brown,302.18,C,2026-08-04
Frank Garcia,332.72,B,2020-07-30
Judy Brown,208.8,D,2023-03-09
Bob Johnson,698.36,D,2022-12-03
Judy Jones,182.75,C,2024-11-25
Diana Wilson,146.04,D,2023-11-22
Alice Rodriguez,707.23,B,2020-10-26
Grace Rodriguez,965.19,B,2023-02-28
Bob Wilson,94.83,B,2024-09-09
Judy Johnson,390.33,D,2021-05-16
Eve Johnson,401.98,A,2023-09-21
Heidi Brown,536.17,A,2024-07-15
Bob Smith,277.53,A,2020-06-04
Charlie Brown,47.39,B,2020-04-09
Alice Davis,719.84,A,2021-05-18
Charlie Miller,143.65,D,2022-10-02
Diana Davis,246.45,C,2026-02-12
Grace Brown,626.48,B,2024-10-12
Charlie Smith,262.2,D,2022-03-30
Judy Rodriguez,467.11,B,2024-08-02
Frank Miller,913.39,C,2025-09-18
Alice Smith,826.67,A,2026-10-07
Heidi Davis,403.55,D,2024-08-19
Heidi Jones,276.6,C,2024-05-01
Diana Johnson,578.67,B,2023-06-10
Bob Miller,446.93,A,2020-11-15
Ivan Wilson,701.08,B,2021-12-31
Ivan Garcia,684.26,D,2026-12-08
Charlie Williams,874.21,D,2026-01-11
Charlie Smith,579.68,D,2023-01-01
Judy Wilson,334.53,C,2021-03-05
Alice Davis,271.21,A,2020-10-02
Bob Smith,547.8,A,2024-01-29
Frank Rodriguez,114.27,B,2025-07-24
Heidi Johnson,179.62,B,2021-02-18
Eve Davis,879.38,D,2026-03-06
Grace Smith,974.9,A,2025-03-07
Judy Garcia,793.59,B,2025-08-25
Alice Johnson,951.56,A,2023-08-24
Charlie Williams,544.41,B,2023-11-26
Alice Wilson,789.17,B,2025-10-13
Grace Davis,219.47,B,2026-06-28
Frank Johnson,762.17,C,2021-11-03
Judy Garcia,237.38,A,2022-03-17
Grace Miller,87.54,D,2021-02-28
Heidi Wilson,89.4,C,2024-11-01
Eve Jones,403.1,C,2021-11-06
Grace Brown,361.37,D,2020-10-27
Frank Rodriguez,476.26,B,2020-03-30
Bob Brown,375.73,D,2024-08-16
Heidi Jones,140.42,C,2026-12-21
Judy Williams,553.74,B,2024-12-13
Judy Williams,944.66,A,2024-07-26
Bob Wilson,992.8,C,2022-10-26
Grace Garcia,425.76,A,2021-04-30
Heidi Miller,843.9,B,2020-06-23
Alice Rodriguez,880.26,D,2025-01-15
Alice Brown,93.93,D,2022-10-10
Heidi Davis,939.65,D,2021-10-22
Diana Smith,13.07,A,2020-06-10
Frank Williams,354.87,D,2023-03-27
Eve Johnson,327.83,A,2020-10-10
Eve Miller,476.67,C,2024-11-04
Judy Smith,511.65,D,2026-09-22
Frank Davis,339.71,A,2022-06-28
Alice Johnson,719.92,A,2020-09-23
Diana Brown,90.25,A,2021-10-18
Bob Brown,840.78,B,2024-02-02
Frank Jones,326.94,C,2025-08-30
Diana Williams,728.75,C,2020-01-23
Heidi Wilson,624.38,D,2023-12-02
Alice Miller,407.07,D,2021-06-05
Alice Smith,932.56,D,2022-08-02
Heidi Brown,21.0,B,2022-12-15
Frank Rodriguez,321.98,C,2021-10-15
Judy Davis,94.6,A,2022-09-02
Bob Smith,22.87,A,2021-12-12
Judy Johnson,689.07,B,2024-02-23
Bob Davis,623.26,A,2022-11-01
Eve Miller,107.56,A,2025-02-16
Grace Jones,220.88,D,2020-03-25
Bob Garcia,652.78,A,2026-05-10
Bob Wilson,54.91,A,2024-02-01
Grace Jones,484.18,A,2026-10-19
Grace Garcia,221.86,D,2021-04-14
Judy Rodriguez,997.46,C,2022-08-28
Frank Davis,827.16,A,2024-02-03
Eve Garcia,342.77,D,2026-06-19
Frank Brown,433.12,B,2023-10-04
Ivan Miller,947.75,A,2025-03-01
Frank Davis,457.99,B,2021-07-19
Grace Davis,793.85,A,2025-12-28
Diana Rodriguez,115.02,B,2025-11-14
Grace Garcia,869.7,B,2023-11-23
Judy Smith,265.43,A,2025-03-31
Grace Davis,829.45,A,2024-03-11
Eve Rodriguez,90.3,B,2024-06-05
Alice Rodriguez,897.52,D,2024-05-11
Ivan Rodriguez,484.18,A,2022-02-05
Grace Williams,34.08,A,2024-10-20
Heidi Johnson,839.52,C,2021-06-07
Ivan Garcia,200.23,A,2022-09-16
Grace Davis,511.41,C,2021-08-12
Eve Wilson,214.77,D,2020-05-07
Eve Davis,211.93,C,2020-11-11
Bob Wilson,405.06,B,2022-02-21
Charlie Brown,857.69,C,2022-07-26
Heidi Davis,45.22,D,2021-10-03
Frank Wilson,209.16,C,2024-11-03
Grace Williams,107.77,A,2022-06-21
Alice Miller,504.95,B,2024-06-19
Eve Williams,541.16,B,2025-04-04
Eve Davis,908.43,A,2026-06-20
Charlie Rodriguez,846.98,A,2025-12-24
Ivan Davis,897.34,C,2022-08-29
Grace Rodriguez,969.65,C,2021-08-08
Grace Garcia,387.19,C,2021-08-10
Diana Johnson,357.28,B,2024-10-05
Alice Davis,772.29,A,2022-09-14
Judy Rodriguez,854.41,D,2025-05-06
Ivan Williams,912.09,D,2024-09-14
Alice Davis,882.26,D,2020-12-05
Bob Jones,708.01,C,2020-11-21
Ivan Smith,369.93,C,2021-02-12
Diana Davis,8.2,C,2025-11-03
Diana Williams,406.5,B,2022-03-20
Charlie Rodriguez,903.83,D,2020-10-25
Bob Jones,272.18,C,2023-01-29
Ivan Smith,372.97,C,2023-06-22
Alice Brown,712.42,B,2021-02-04
Bob Rodriguez,318.01,D,2021-11-10
Grace Brown,844.97,C,2021-08-03
Bob Garcia,903.14,B,2026-10-13
Judy Williams,907.62,C,2024-07-01
Heidi Davis,772.88,C,2021-01-13
Judy Rodriguez,178.75,A,2023-10-03
Eve Smith,962.74,B,2026-01-11
Judy Johnson,949.74,B,2021-01-22
Heidi Wilson,153.91,C,2023-02-28
Frank Jones,723.28,B,2020-04-17
Alice Wilson,410.87,B,2022-09-30
Frank Davis,427.87,A,2020-09-19
Ivan Williams,323.69,B,2025-06-08
Grace Williams,920.89,D,2024-03-25
Judy Smith,131.1,A,2022-04-05
Grace Garcia,612.17,A,2021-07-10
Diana Brown,227.71,D,2026-06-03
Heidi Miller,72.09,C,2024-04-07
Bob Miller,512.21,A,2020-10-29
Bob Rodriguez,740.43,A,2021-04-10
Eve Rodriguez,295.7,A,2023-12-11
Eve Brown,905.59,B,2022-06-11
Bob Williams,330.75,D,2025-03-24
Bob Miller,313.99,B,2026-05-25
Alice Wilson,76.56,A,2020-11-03
Diana Brown,656.76,C,2022-06-01
Diana Garcia,92.94,B,2022-04-27
Heidi Jones,744.66,D,2023-07-31
Judy Brown,315.49,A,2023-05-12
Judy Jones,279.33,D,2022-09-05
Eve Rodriguez,391.16,D,2023-02-26
Judy Smith,833.93,A,2022-06-30
Heidi Wilson,586.36,D,2022-04-12
Charlie Garcia,53.64,A,2021-07-07
Eve Wilson,84.25,B,2022-04-06
Bob Garcia,558.06,D,2022-02-19
Grace Jones,286.68,D,2023-04-06
Diana Garcia,653.86,B,2022-12-31
Ivan Johnson,544.31,B,2022-09-16
Judy Miller,637.95,A,2024-03-18
Ivan Brown,174.71,A,2024-07-21
Frank Jones,478.63,D,2024-09-23
Bob Johnson,993.58,D,2022-12-16
Charlie Johnson,679.79,D,2022-04-01
Ivan Miller,702.27,B,2020-06-02
Ivan Rodriguez,397.19,B,2026-07-09
Ivan Brown,888.69,D,2023-02-28
Diana Miller,173.75,D,2020-01-16
Diana Garcia,296.7,D,2024-09-11
Charlie Rodriguez,555.57,D,2022-12-23
Charlie Miller,403.46,A,2025-06-12
Charlie Davis,310.89,B,2025-10-13
Eve Garcia,699.86,C,2024-09-29
Bob Rodriguez,993.69,D,2021-07-16
Diana Johnson,761.92,A,2024-05-21
Judy Wilson,688.21,A,2026-04-04
Charlie Garcia,603.41,B,2025-05-13
Bob Jones,151.31,A,2022-05-26
Ivan Miller,205.88,C,2020-12-01
Bob Rodriguez,664.33,A,2025-10-10
Heidi Garcia,494.45,B,2020-07-20
Frank Garcia,8.81,B,2025-04-21
Diana Smith,114.74,B,2026-05-21
Ivan Rodriguez,865.72,B,2025-06-17
Alice Miller,509.49,D,2020-04-12
Grace Rodriguez,600.28,D,2025-11-03
Ivan Davis,618.71,C,2024-08-02
Heidi Garcia,754.35,D,2020-10-03
Charlie Wilson,207.44,C,2020-05-05
Grace Brown,97.43,C,2023-03-19
Eve Brown,124.23,C,2024-10-12
Eve Johnson,152.88,C,2020-04-12
Frank Miller,802.99,A,2023-08-03
Eve Smith,615.06,B,2026-06-14
Heidi Johnson,603.77,D,2026-09-02
Grace Williams,265.32,C,2020-12-15
Alice Rodriguez,360.53,B,2022-02-26
Eve Brown,26.21,D,2022-12-21
Ivan Miller,210.76,B,2020-07-09
Judy Miller,977.29,C,2022-02-06
Bob Garcia,684.86,D,2022-04-13
Bob Wilson,367.64,C,2025-01-30
Frank Miller,985.63,D,2024-09-28
Frank Garcia,125.14,C,2026-03-26
Heidi Smith,966.77,C,2022-02-10
Eve Williams,907.76,D,2024-05-14
Eve Davis,404.52,B,2021-02-15
Diana Rodriguez,183.52,B,2020-05-31
Charlie Miller,998.95,B,2022-02-20
Judy Miller,270.19,D,2020-04-16
Grace Garcia,440.64,B,2020-04-05
Diana Brown,565.72,D,2021-12-25
Charlie Garcia,969.48,B,2025-07-08
Charlie Rodriguez,957.22,C,2024-11-06
Eve Brown,268.54,C,2022-09-04
Ivan Rodriguez,147.12,D,2023-07-13
Grace Smith,234.23,D,2024-04-11
Diana Davis,44.41,C,2025-10-22
Charlie Miller,534.27,C,2026-09-03
Frank Wilson,679.59,C,2025-05-18
Diana Williams,198.02,C,2020-05-10
Frank Jones,887.29,D,2022-09-23
Heidi Garcia,1.64,B,2023-01-04
Heidi Williams,206.61,D,2024-11-06
Frank Miller,135.32,A,2026-04-06
Heidi Rodriguez,117.66,D,2023-11-08
Heidi Rodriguez,648.09,C,2026-04-07
Alice Miller,338.68,B,2025-01-19
Diana Wilson,781.11,B,2025-01-12
Heidi Johnson,898.78,D,2024-01-13
Eve Garcia,478.76,D,2022-05-25
Judy Jones,799.06,B,2023-10-11
Charlie Johnson,983.28,C,2026-09-24
Bob Williams,505.8,C,2020-02-28
Judy Johnson,111.39,B,2023-11-25
Diana Williams,932.29,B,2023-05-06
Eve Johnson,760.0,C,2020-02-26
Frank Rodriguez,361.52,A,2020-07-22
Eve Jones,194.65,C,2026-08-19
Alice Miller,323.74,C,2021-10-26
Judy Jones,803.01,D,2021-05-12
Alice Smith,869.08,C,2021-02-22
Eve Wilson,579.19,D,2024-02-03
Grace Johnson,878.95,D,2024-06-11
Eve Smith,675.54,D,2023-09-03
Ivan Smith,169.81,B,2026-08-08
Eve Brown,121.83,D,2025-05-01
Bob Rodriguez,158.91,B,2023-08-12
Charlie Wilson,196.66,D,2025-11-11
Diana Smith,645.57,B,2020-11-07
Bob Williams,875.63,C,2020-04-08
Charlie Wilson,713.62,C,2026-08-26
Grace Miller,816.27,B,2026-07-24
Diana Jones,260.16,B,2024-01-30
Charlie Smith,497.56,A,2020-07-30
Diana Miller,656.61,D,2026-04-05
Eve Johnson,616.44,C,2024-01-18
Eve Williams,404.21,B,2025-01-04
Eve Garcia,833.73,D,2022-12-07
Alice Smith,895.39,A,2024-05-06
Alice Jones,101.96,C,2020-10-31
Alice Jones,773.28,A,2024-11-19
Grace Jones,378.86,D,2026-03-08
Ivan Rodriguez,246.39,D,2026-06-06
Bob Williams,823.07,B,2023-05-23
Heidi Davis,110.4,B,2021-09-09
Frank Williams,170.08,C,2025-04-12
Frank Williams,492.77,A,2023-12-28
Judy Jones,785.11,B,2021-10-27
Frank Miller,918.61,B,2026-08-15
Eve Jones,333.61,A,2023-05-16
Eve Williams,775.14,B,2025-06-11
Judy Davis,459.91,B,2020-04-06
Charlie Miller,848.54,D,2021-01-20
Alice Miller,122.7,C,2021-05-24
Judy Davis,99.28,B,2026-04-20
Judy Smith,427.47,B,2022-02-09
Frank Brown,350.03,A,2020-01-09
Diana Davis,30.19,B,2021-05-21
Ivan Rodriguez,199.99,C,2021-01-12
Heidi Garcia,656.86,D,2025-02-13
Diana Williams,588.11,D,2021-05-03
Charlie Williams,821.83,A,2026-02-24
Heidi Rodriguez,831.8,A,2023-06-23
Alice Wilson,108.57,B,2020-06-13
Grace Brown,608.36,D,2021-09-17
Frank Johnson,409.22,D,2020-09-25
Bob Johnson,221.27,A,2021-12-30
Frank Jones,425.66,D,2021-08-16
Alice Williams,969.02,C,2026-09-24
Bob Johnson,847.65,A,2022-08-07
Frank Smith,496.97,B,2024-07-31
Charlie Rodriguez,219.74,B,2020-12-05
Diana Rodriguez,55.18,C,2022-01-02
Ivan Rodriguez,375.87,D,2025-12-18
Alice Johnson,914.56,C,2024-11-18
Alice Garcia,237.49,A,2022-11-18
Ivan Wilson,482.12,D,2021-05-17
Diana Jones,819.17,A,2021-01-12
Alice Jones,19.59,B,2021-07-26
Frank Williams,804.72,A,2024-08-29
Judy Garcia,455.88,A,2022-07-13
Heidi Rodriguez,734.77,A,2024-12-07
Judy Johnson,494.94,A,2024-10-30
Alice Williams,919.87,D,2024-06-15
Diana Brown,501.77,A,2024-01-02
Judy Smith,859.61,A,2023-06-09
Eve Davis,380.65,C,2020-08-19
Diana Smith,177.07,D,2026-02-15
Frank Johnson,971.02,A,2020-10-07
Eve Williams,700.04,B,2024-05-06
Eve Jones,421.89,B,2024-02-12
Diana Smith,516.55,B,2022-08-19
Judy Garcia,879.21,A,2024-02-19
Charlie Brown,550.98,A,2022-06-10
Heidi Miller,506.22,D,2020-11-03
Diana Rodriguez,924.13,D,2021-09-12
Frank Brown,112.11,A,2020-07-25
Charlie Davis,711.16,D,2020-10-20
Judy Jones,734.59,B,2025-02-16
Alice Garcia,19.5,D,2026-05-04
Charlie Davis,563.22,A,2020-01-27
Eve Davis,296.65,D,2020-06-01
Diana Johnson,56.73,A,2025-03-23
Heidi Jones,669.04,D,2024-07-18
Charlie Johnson,282.13,C,2025-10-16
Diana Garcia,476.57,D,2021-10-03
Frank Wilson,964.04,B,2020-12-03
Ivan Miller,691.24,A,2024-02-20
Alice Jones,585.73,C,2023-02-19
Grace Miller,166.76,A,2022-05-07
Bob Miller,542.67,A,2020-02-12
Charlie Wilson,637.06,A,2026-04-02
Frank Davis,518.32,D,2020-04-02
Alice Williams,835.31,B,2022-04-28
Ivan Miller,12.86,C,2023-06-29
Frank Smith,846.1,A,2024-06-20
Eve Davis,395.63,D,2025-11-15
Charlie Davis,890.18,C,2025-02-02
Alice Garcia,489.34,B,2024-10-16
Ivan Jones,78.42,B,2025-07-21
Ivan Brown,440.5,C,2023-09-02
Frank Williams,351.53,B,2023-05-25
Judy Davis,701.76,A,2022-05-10
Judy Garcia,264.53,A,2025-05-20
Ivan Miller,97.49,D,2023-04-01
Alice Johnson,792.78,B,2020-02-10
Judy Davis,424.33,D,2022-05-17
Frank Jones,876.67,B,2021-08-28
Diana Johnson,943.89,A,2023-05-22
Charlie Davis,349.47,C,2024-08-06
Charlie Williams,156.25,B,2024-07-18
Grace Garcia,651.82,B,2024-08-24
Heidi Davis,452.2,B,2026-03-20
Grace Jones,56.26,D,2025-02-20
Judy Johnson,647.57,D,2023-03-13
Ivan Miller,122.34,B,2020-04-28
Eve Rodriguez,719.13,B,2024-07-30
Alice Miller,273.1,D,2026-07-26
Grace Garcia,782.07,C,2020-11-05
Frank Johnson,318.05,C,2021-08-07
Heidi Smith,823.7,D,2020-05-27
Frank Brown,990.45,B,2022-04-15
Grace Jones,913.49,D,2024-03-30
Alice Smith,107.0,A,2020-09-17
Grace Johnson,675.71,B,2023-08-09
Bob Wilson,553.33,B,2024-08-06
Grace Brown,123.76,B,2021-04-09
Alice Williams,332.16,C,2025-03-15
Eve Smith,361.29,A,2025-04-12
Charlie Wilson,449.0,B,2020-08-17
Frank Johnson,642.35,C,2025-03-09
Eve Johnson,978.63,C,2022-10-22
Alice Johnson,631.14,A,2025-07-20
Frank Davis,221.27,C,2021-06-19
Alice Rodriguez,152.31,A,2022-01-11
Grace Johnson,852.66,B,2022-06-01
Eve Jones,123.55,D,2023-04-18
Bob Williams,459.99,D,2026-04-11
Judy Wilson,698.19,A,2026-11-08
Judy Smith,200.02,D,2022-03-20
Diana Garcia,830.25,C,2022-06-10
Frank Williams,806.23,B,2020-05-22
Alice Davis,590.05,B,2025-03-30
Heidi Brown,106.56,A,2026-07-23
Charlie Johnson,535.27,D,2025-08-15
Judy Johnson,585.39,C,2026-06-02
Heidi Williams,44.57,D,2023-04-16
Heidi Johnson,360.83,B,2020-07-30
Grace Johnson,275.18,A,2022-08-13
Heidi Miller,163.54,A,2021-07-21
Grace Rodriguez,113.09,A,2020-03-04
Alice Miller,462.01,C,2025-12-30
Ivan Miller,915.7,D,2023-04-27
Eve Davis,623.52,A,2023-09-07
Alice Jones,803.64,D,2021-05-14
Eve Miller,771.17,B,2021-06-19
Heidi Smith,107.33,C,2026-12-06
Diana Williams,635.98,B,2022-12-27
Frank Rodriguez,762.41,C,2021-12-21
Eve Rodriguez,125.5,C,2024-03-17
Diana Davis,139.78,A,2021-03-16
Charlie Jones,176.77,A,2020-04-28
Grace Smith,252.47,C,2021-11-28
Judy Johnson,695.21,C,2025-05-15
Charlie Williams,588.94,B,2022-01-25
Grace Garcia,523.73,B,2025-08-22
Eve Smith,939.95,C,2021-02-27
Alice Williams,213.42,D,2024-04-15
Eve Williams,779.06,D,2026-12-16
Ivan Brown,869.59,A,2026-11-22
Diana Miller,239.5,B,2025-02-22
Grace Rodriguez,929.75,C,2025-11-11
Charlie Jones,991.22,B,2022-05-19
Alice Johnson,165.8,A,2022-04-29
Frank Jones,737.73,C,2020-07-27
Bob Davis,107.38,D,2022-05-10
Ivan Brown,481.89,A,2024-01-02
Alice Wilson,93.62,D,2021-01-28
Alice Brown,206.98,A,2022-04-13
Eve Miller,268.5,D,2020-09-02
Alice Jones,916.44,C,2025-05-15
Bob Wilson,423.52,A,2020-06-23
Bob Garcia,885.22,A,2022-12-28
Alice Garcia,644.49,A,2025-04-29
Frank Smith,816.94,A,2020-06-11
Heidi Smith,562.67,A,2021-11-21
Frank Davis,974.26,A,2021-09-29
Bob Davis,824.69,B,2021-11-13
Frank Garcia,826.89,A,2020-03-09
Diana Davis,834.13,A,2022-02-02
Grace Rodriguez,519.97,C,2025-10-31
Alice Jones,326.06,B,2024-12-30
Eve Smith,963.94,D,2022-11-16
Charlie Brown,252.55,C,2022-04-28
Frank Williams,924.25,D,2020-05-04
Heidi Wilson,95.92,A,2025-04-08
Grace Miller,958.3,C,2020-12-21
Alice Garcia,783.73,A,2023-02-10
Alice Rodriguez,607.12,C,2020-05-10
Diana Jones,658.57,B,2024-05-31
Bob Garcia,394.09,B,2023-08-26
Heidi Rodriguez,765.44,A,2020-11-07
Charlie Brown,369.54,C,2023-02-24
Grace Davis,577.73,C,2023-09-03
Diana Garcia,96.61,B,2020-07-29
Ivan Miller,491.98,D,2022-08-05
Frank Rodriguez,638.94,B,2020-11-05
Diana Jones,67.05,C,2020-04-07
Grace Garcia,2.51,B,2021-04-08
Frank Williams,45.15,B,2022-05-31
Bob Smith,554.45,D,2024-02-07
Bob Garcia,413.53,B,2026-08-26
Charlie Davis,580.49,B,2022-09-17
Judy Williams,860.19,B,2024-10-06
Judy Jones,695.79,C,2020-07-04
Charlie Smith,534.51,A,2022-08-12
Grace Garcia,624.45,A,2023-02-26
Bob Davis,912.41,D,2022-05-17
Eve Garcia,38.9,A,2022-06-10
Judy Brown,403.78,A,2022-08-23
Frank Miller,502.84,C,2024-03-08
Alice Davis,243.25,A,2024-10-08
Bob Jones,852.69,A,2024-12-13
Alice Brown,16.99,C,2022-07-03
Frank Wilson,732.68,C,2021-06-06
Ivan Jones,510.38,B,2024-09-28
Judy Miller,789.73,C,2025-09-22
Eve Wilson,460.25,A,2021-08-10
Charlie Wilson,898.64,D,2025-09-17
Bob Garcia,199.25,A,2021-08-25
Heidi Wilson,236.81,C,2020-02-12
Grace Jones,843.39,A,2020-09-01
Alice Wilson,966.7,B,2026-10-31
Judy Rodriguez,73.11,C,2020-04-01
Ivan Jones,618.63,C,2020-12-18
Diana Miller,583.01,D,2022-03-07
Diana Johnson,992.13,C,2024-03-10
Judy Jones,49.54,A,2024-09-30
Judy Wilson,453.05,C,2021-07-24
Charlie Jones,387.13,B,2023-06-10
Grace Wilson,845.63,D,2021-03-07
Ivan Williams,893.9,A,2026-01-14
Frank Johnson,683.52,A,2022-11-26
Charlie Jones,865.72,D,2026-08-10
Heidi Rodriguez,904.15,A,2022-11-29
Diana Brown,941.34,B,2021-01-12
Alice Johnson,163.43,A,2021-01-05
Frank Jones,505.56,B,2021-10-27
Judy Davis,241.42,A,2026-06-27
Grace Smith,426.25,B,2026-09-12
Charlie Smith,999.5,C,2020-07-08
Eve Rodriguez,395.84,D,2020-05-25
Judy Brown,970.48,C,2023-03-31
Ivan Davis,806.12,A,2020-01-15
Bob Smith,268.21,D,2025-05-22
Alice Davis,632.8,A,2020-11-01
Grace Brown,49.86,C,2025-03-23
Alice Wilson,909.91,D,2021-12-14
Diana Smith,157.66,B,2023-04-13
Heidi Johnson,973.16,A,2022-08-08
Ivan Davis,628.65,B,2021-11-01
Eve Miller,49.37,C,2023-09-27
Eve Williams,385.52,D,2025-10-15
Heidi Garcia,394.68,D,2026-01-02
Judy Rodriguez,285.22,A,2024-02-28
Judy Garcia,139.48,B,2024-01-05
Judy Johnson,226.91,D,2025-10-02
Bob Davis,395.6,D,2023-02-09
Frank Garcia,3.23,B,2024-01-14
Frank Williams,24.49,B,2023-12-30
Charlie Brown,783.99,D,2025-11-26
Ivan Smith,72.08,A,2020-05-14
Judy Williams,233.6,A,2026-01-01
Bob Brown,379.96,D,2022-11-15
Diana Williams,155.86,A,2023-10-04
Alice Wilson,527.59,D,2022-04-14
Judy Jones,235.39,B,2021-04-02
Heidi Garcia,703.01,A,2025-01-25
Alice Johnson,183.7,B,2022-03-04
Alice Rodriguez,718.11,D,2023-09-07
Eve Davis,534.53,B,2022-05-11
Diana Rodriguez,73.54,B,2020-06-19
Eve Miller,711.54,D,2024-07-06
Frank Williams,770.27,B,2026-11-16
Heidi Miller,324.38,A,2020-08-14
Charlie Jones,858.66,C,2020-03-09
Diana Brown,243.95,B,2022-12-15
Judy Garcia,707.49,B,2021-12-06
Charlie Rodriguez,393.69,B,2026-06-05
Bob Garcia,801.32,C,2022-12-11
Ivan Williams,521.26,B,2023-07-18
Frank Jones,942.87,A,2024-05-20
Alice Rodriguez,658.26,A,2025-09-14
Alice Williams,415.36,D,2023-05-13
Bob Brown,716.01,A,2026-10-11
Heidi Miller,157.92,D,2022-08-11
Charlie Williams,522.59,A,2022-07-22
Grace Rodriguez,42.61,A,2026-04-14
Ivan Garcia,880.5,D,2025-02-26
Judy Garcia,405.59,C,2023-04-27
Alice Miller,262.57,A,2021-04-04
Charlie Davis,555.91,A,2024-07-15
Charlie Smith,478.58,A,2026-12-18
Alice Wilson,704.83,A,2021-08-07
Heidi Rodriguez,985.41,C,2023-07-26
Diana Brown,843.12,C,2026-01-09
Bob Williams,759.2,C,2020-10-23
Bob Smith,740.75,B,2023-06-26
Eve Rodriguez,565.71,A,2025-12-17
Heidi Brown,249.49,A,2022-03-13
Grace Wilson,184.67,C,2022-04-25
Diana Miller,41.95,A,2026-05-19
Grace Williams,660.05,B,2025-12-24
Charlie Smith,756.66,A,2024-03-24
Grace Johnson,998.99,C,2022-02-26
Charlie Johnson,784.61,D,2023-01-06
Grace Smith,777.28,D,2024-08-09
Frank Smith,258.17,A,2023-05-22
Grace Williams,806.47,A,2021-08-20
Charlie Jones,481.44,C,2022-04-14
Judy Wilson,334.4,B,2024-12-10
Alice Rodriguez,306.45,B,2022-01-16
Ivan Brown,520.42,A,2024-08-31
Judy Garcia,984.41,A,2022-12-06
Alice Brown,236.71,B,2025-11-16
Charlie Davis,916.0,A,2021-01-27
Charlie Williams,482.84,B,2024-01-27
Ivan Wilson,653.68,A,2024-01-27
Heidi Miller,586.72,D,2022-11-28
Alice Jones,189.12,B,2020-06-28
Ivan Miller,154.07,B,2021-11-29
Charlie Johnson,551.71,A,2022-03-13
Alice Williams,694.46,C,2022-02-17
Bob Miller,234.3,C,2020-09-21
Grace Rodriguez,194.83,C,2024-03-26
